,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chrX:9885184-9885534,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:9942150-9942506,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chrX:9986665-9987215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:9997639-9997868,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:10097782-10099079,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chrX:10121790-10122321,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chrX:11787491-11787913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:11792709-11793275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12610090-12610379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12771382-12771903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12790897-12792175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12814439-12814840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12866758-12867174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12894092-12894424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12946700-12947513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12958468-12958817,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12967681-12968148,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:12984689-12985478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13001965-13002364,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13004095-13004376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13005543-13006369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13051379-13052138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13074499-13075238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13085492-13085952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13151708-13152396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13750201-13750625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:13938186-13938735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:14027117-14028013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:14819804-14820149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:15151582-15151861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:15470980-15471464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:15687019-15687527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:15758138-15758582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:15838080-15838354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:16889110-16889735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:16956145-16956772,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:17736520-17738820,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
chrX:17788448-17788765,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:17860821-17861647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:18885728-18887272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:18983650-18985437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19372170-19373031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19678919-19679366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19682538-19684292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19747192-19748482,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19750469-19751172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19799440-19800221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19839801-19841378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:19883920-19884203,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:20067181-20068063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:20412713-20413492,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:21373530-21375932,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:21657633-21658453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:23699874-23699982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:23817283-23817630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:24081550-24082235,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:24371365-24371798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:24647117-24647666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:25015853-25016174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:25020798-25021253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:30593781-30593996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:30649816-30650358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:30735838-30736143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:37685707-37686210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:37825217-37825646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:37846183-37848252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:38811813-38812285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39159404-39159712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39162387-39162840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39174585-39175293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39196478-39197043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39309256-39310123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39477617-39478204,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chrX:39766270-39766673,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39814412-39814686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39821018-39821732,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39827953-39828379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39854511-39856287,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
chrX:39859803-39860954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:39869835-39870713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40005051-40006701,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40012327-40015307,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
chrX:40068044-40068350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40090043-40090685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40104511-40107898,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chrX:40202491-40202874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40303606-40304130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40439870-40439954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40468367-40468795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40539113-40540018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40589647-40590048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40651622-40652033,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:40793879-40794502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41116917-41117318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41275687-41276751,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41330233-41330690,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41340729-41341399,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41350352-41351636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41352277-41354379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41556937-41557322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:41720136-41720531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:42948757-42949068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:44012565-44013160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:44026516-44026915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:44343246-44345077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:44898457-44899453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:45068556-45069026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:45186905-45187644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:45850281-45852079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:46572196-46575520,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
chrX:46642114-46642497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:47222767-47223113,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:47380113-47380766,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:47568874-47569328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:47623454-47624205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:47831799-47832176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48070999-48072146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48083222-48083603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48468232-48469716,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48531603-48532032,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48712843-48715046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48720600-48721247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48834892-48835896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48909769-48914570,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48934540-48935273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:48936598-48940366,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
chrX:49012752-49013234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49177504-49177933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49291815-49292338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49308802-49310072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49754293-49754592,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49840777-49841034,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:49884255-49884720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:51336660-51336947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:51395667-51396912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:52920214-52921909,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:52990018-52990446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53054040-53054332,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53263096-53263916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53284595-53285062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53287437-53288588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53445999-53446338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:53713713-53715476,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:54182214-54183862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:54357641-54359211,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:54409021-54409349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:54495802-54496359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:54921367-54922140,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chrX:55057025-55058041,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:55343175-55343475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:55907967-55908415,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:55919408-55919864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56248504-56248840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56730065-56730573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56800725-56801274,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56812618-56814046,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56978168-56978560,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:56995376-56995831,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:57121161-57121905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:57286317-57287093,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
chrX:57951667-57952457,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
chrX:63746250-63746697,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:65034300-65035776,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
chrX:65601187-65602067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:65690358-65690759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:65750814-65750914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:66728772-66729379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:68462689-68463060,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:68508783-68509255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:68832056-68832431,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:69164099-69165782,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:69222063-69222516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:70197234-70197596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:70398787-70399410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:70439016-70439403,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:70444574-70445668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:70454277-70455718,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
chrX:71067535-71069115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71101048-71101687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71109034-71109456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71145656-71146702,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71253248-71255683,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71555075-71555496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71616573-71619709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:71622150-71624189,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chrX:71992566-71993226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:72105057-72106083,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
chrX:72131334-72132385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:72572560-72573328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:73562641-73564096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:73977403-73978057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:74381931-74383054,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:74421181-74421818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:74924674-74925485,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:75522968-75523523,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chrX:75746917-75747311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:76427368-76428835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:78064959-78065245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:78073182-78074089,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:78138991-78140141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:78333450-78334048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:78957223-78957937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:79133785-79134432,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chrX:79258820-79259822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:79270355-79270841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:79325290-79325616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:79337464-79337750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:79366502-79367848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:80812175-80812612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:83634752-83635664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:84188291-84188433,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:85243736-85244869,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chrX:86148163-86148572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:100636497-100637078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:100819620-100820852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:101051250-101052427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:101485061-101485733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:101658545-101659865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102125451-102125826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102154440-102156358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102599000-102600132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102650883-102653039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102863718-102864172,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:102900547-102901003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103064127-103064227,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103176372-103176737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103376221-103377023,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103459982-103460383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103464063-103465183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103533421-103533996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:103554531-103555435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:104112077-104113720,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:106607994-106608437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:106998962-107000510,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107449662-107452122,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chrX:107454360-107454692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107549619-107549748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107654871-107655704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107659719-107660127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107678701-107679652,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107741459-107742906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:107825578-107827030,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:108018544-108019139,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:109712995-109713396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:109890935-109891267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:110145817-110146935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:110229530-110230329,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
chrX:110408166-110408502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:111040937-111041331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:111095808-111096757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:111098756-111099256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:112679561-112680443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:118353091-118353575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:118601475-118601913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:118823507-118824209,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chrX:119273458-119273933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119399016-119399900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119502659-119503250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119647852-119648563,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119655203-119655490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119692033-119694631,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119753388-119754273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119757957-119760490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119771128-119771490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119784790-119785303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119821566-119822219,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:119885913-119886267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120269331-120269847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120380726-120381115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120457797-120458149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120636568-120636747,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120697038-120697478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:120749194-120749503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:123732309-123733410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:123803335-123803991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:123884811-123885133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124018280-124018373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124086394-124086795,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124211347-124211708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124217511-124218990,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124342236-124343452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:124736845-124737264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:129654058-129655293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:129677761-129679001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:129952320-129953515,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:130179643-130179966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:131827921-131828264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:132092460-132092861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:132480439-132481366,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:133783261-133783757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:133792453-133792821,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:133985214-133986006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:134171723-134173075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:134186831-134187070,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:134803751-134804315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:135021794-135022721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:135112116-135112516,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:135295585-135296301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:135421338-135423015,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
chrX:136143715-136144121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136146798-136148073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136587948-136588465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136617270-136617680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136619909-136620342,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136635193-136635714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136646617-136647001,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136674460-136675069,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:136754635-136754965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:137031479-137032252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:137051955-137053200,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:139739202-139739527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:139766476-139766836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:140712893-140713103,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chrX:141176716-141177577,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:148310377-148310708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:148416153-148416606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:149470857-149471311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:149502896-149505857,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
chrX:149510352-149510699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:149513572-149514523,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
chrX:149631089-149632252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:149829690-149830745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:149871962-149872328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:150575467-150575704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:150683537-150683952,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:150692298-150695573,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:150716757-150717251,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:151082297-151082758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:151396049-151397988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chrX:152915435-152916051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
